Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Fingerprint,MW,LogP,TPSA,HBD,HBA,scaffold
"1,3-Dimethylnaphthalene",-4.147,1,156.22799999999998,0,2,0,0.0,-4.29,Cc1cc(C)c2ccccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98CC10>,156.22799999999998,3.456640000000002,0.0,0.0,0.0,c1ccc2ccccc2c1
diethylstilbestrol,-5.074,1,268.356,2,2,4,40.46,-4.07,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98CB30>,268.356,4.828600000000005,40.46,2.0,2.0,C(=Cc1ccccc1)c1ccccc1
Chlorothalonil,-3.995,1,265.914,0,1,0,47.58,-5.64,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98CA50>,265.914,4.043559999999999,47.58,0.0,2.0,c1ccccc1
"2,3',4',5-PCB",-6.312,1,291.992,0,2,1,0.0,-7.25,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C970>,291.992,5.967200000000002,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
styrene oxide,-1.826,2,120.15099999999995,0,2,1,12.53,-1.6,C1OC1c2ccccc2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C890>,120.15099999999995,1.7579,12.53,0.0,1.0,c1ccc(C2CO2)cc1
Isopropylbenzene ,-3.265,1,120.19499999999996,0,1,1,0.0,-3.27,CC(C)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C7B0>,120.19499999999995,2.8100000000000014,0.0,0.0,0.0,c1ccccc1
Deoxycorticosterone,-3.939,1,330.4680000000001,1,4,2,54.370000000000005,-3.45,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C6D0>,330.4680000000001,3.695900000000003,54.370000000000005,1.0,3.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
chlorquinox,-4.438,1,267.93,0,2,0,25.78,-5.43,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C5F0>,267.93,4.2434,25.78,0.0,2.0,c1ccc2nccnc2c1
L-arabinose,0.601,1,150.13,4,1,0,90.15,0.39,C1OC(O)C(O)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C510>,150.13,-2.5823000000000005,90.15,4.0,5.0,C1CCOCC1
Dichloromethane,-1.156,1,84.93299999999999,0,0,0,0.0,-0.63,ClCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C430>,84.93299999999999,1.4215,0.0,0.0,0.0,
1-Ethylnaphthalene ,-4.1,1,156.22799999999998,0,2,1,0.0,-4.17,CCc1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C350>,156.22799999999998,3.4022000000000023,0.0,0.0,0.0,c1ccc2ccccc2c1
Methyl formate,-0.048,1,60.05200000000001,0,0,1,26.3,0.58,COC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C270>,60.05200000000001,-0.2108000000000001,26.3,0.0,2.0,
o-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.74,Oc1ccccc1N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C190>,139.10999999999999,1.3004000000000002,63.37,1.0,3.0,c1ccccc1
thymine,-0.78,1,126.115,2,1,0,65.72,-1.506,Cc1c[nH]c(=O)[nH]c1=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D98C0B0>,126.115,-0.6283800000000002,65.72,2.0,2.0,O=c1cc[nH]c(=O)[nH]1
2-Methylpropane,-1.891,1,58.124,0,0,0,0.0,-2.55,CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BED0>,58.123999999999995,1.6622999999999999,0.0,0.0,0.0,
Inosine,-0.8340000000000001,1,268.22900000000004,4,3,2,133.75,-1.23,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BDF0>,268.22900000000004,-1.8566000000000003,133.75,4.0,8.0,c1ncc2ncn(C3CCCO3)c2n1
Ioxynil,-4.615,1,370.915,1,1,0,44.02,-3.61,Oc1c(I)cc(C#N)cc1I,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BD10>,370.91499999999996,2.4730799999999995,44.019999999999996,1.0,2.0,c1ccccc1
Niclosamide,-5.032,1,327.1230000000001,2,2,3,92.47,-4.7,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BC30>,327.1230000000001,3.8595000000000006,92.47,2.0,4.0,O=C(Nc1ccccc1)c1ccccc1
Pentane,-2.261,1,72.151,0,0,2,0.0,-3.18,CCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BB50>,72.151,2.1965000000000003,0.0,0.0,0.0,
Phenol,-1.991,1,94.113,1,1,0,20.23,0.0,c1ccccc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BA70>,94.11299999999999,1.3922,20.23,1.0,1.0,c1ccccc1
2-aminoanthracene,-3.789,1,193.249,1,3,0,26.02,-5.17,Nc3ccc2cc1ccccc1cc2c3 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B990>,193.249,3.5752000000000015,26.02,1.0,1.0,c1ccc2cc3ccccc3cc2c1
theobromine,-1.05,1,180.167,1,2,0,72.68,-2.523,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B8B0>,180.16699999999997,-1.0397,72.68,1.0,3.0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
Isoquinoline,-2.531,2,129.16199999999998,0,2,0,12.89,-1.45,c1ccc2cnccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B7D0>,129.16199999999998,2.2348,12.89,0.0,1.0,c1ccc2cnccc2c1
Anilofos,-5.106,1,367.86,0,1,7,38.77,-4.432,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B6F0>,367.86,4.331900000000004,38.77,0.0,5.0,c1ccccc1
Hexylbenzene ,-4.22,1,162.276,0,1,5,0.0,-5.21,CCCCCCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B610>,162.276,3.809400000000003,0.0,0.0,0.0,c1ccccc1
2-Chlorobiphenyl,-4.5280000000000005,1,188.657,0,2,1,0.0,-4.54,Clc1ccccc1c2ccccc2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B530>,188.657,4.007000000000002,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
2-Methyl-1-Pentene,-2.3480000000000003,1,84.16199999999999,0,0,2,0.0,-3.03,CCCC(=C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B450>,84.16199999999999,2.3626000000000005,0.0,0.0,0.0,
"2,3,4-Trimethylpentane",-3.276,1,114.232,0,0,2,0.0,-4.8,CC(C)C(C)C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B370>,114.23199999999999,2.9345000000000017,0.0,0.0,0.0,
Pentachlorobenzene,-5.167999999999999,1,250.339,0,1,0,0.0,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B290>,250.339,4.9536,0.0,0.0,0.0,c1ccccc1
m-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.01,Oc1cccc(c1)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B1B0>,139.10999999999999,1.3003999999999998,63.37,1.0,3.0,c1ccccc1
1-Decene,-3.781,1,140.26999999999998,0,0,7,0.0,-5.51,CCCCCCCCC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B0D0>,140.26999999999998,3.9230000000000036,0.0,0.0,0.0,
Glyceryl triacetate,-1.285,1,218.205,0,0,5,78.9,-0.6,CC(=O)OCC(COC(=O)C)OC(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AFF0>,218.20499999999998,0.044299999999999784,78.9,0.0,6.0,
dimethirimol,-3.57,1,209.293,1,1,4,49.25000000000001,-2.24,CCCCc1c(C)nc(nc1O)N(C)C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AF10>,209.29299999999998,1.89922,49.25000000000001,1.0,4.0,c1cncnc1
Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AE30>,434.29400000000015,6.317080000000003,59.32000000000001,0.0,4.0,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
Pyridine,-1.481,2,79.10199999999998,0,1,0,12.89,0.76,c1ccncc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AD50>,79.10199999999998,1.0816,12.89,0.0,1.0,c1ccncc1
1-Bromoheptane,-3.366,1,179.101,0,0,5,0.0,-4.43,CCCCCCCBr,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A9D0>,179.101,3.351700000000002,0.0,0.0,0.0,
"3,4-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.36,Cc1ccncc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A880>,107.15599999999999,1.69844,12.89,0.0,1.0,c1ccncc1
Fludrocortisone,-3.172,1,380.4560000000001,3,4,2,94.83,-3.43,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A7A0>,380.45600000000013,1.8737,94.83,3.0,5.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
ethiofencarb,-2.855,1,225.313,1,1,4,38.33,-2.09,CCSCc1ccccc1OC(=O)NC ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A570>,225.313,2.6579000000000006,38.33,1.0,3.0,c1ccccc1
Malonic acid diethylester,-1.413,1,160.16899999999998,0,0,4,52.60000000000001,-0.82,CCOC(=O)CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A490>,160.16899999999998,0.5027,52.60000000000001,0.0,4.0,
d-Limonene,-3.429,1,136.238,0,1,1,0.0,-4.26,CC1=CCC(CC1)C(C)=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A3B0>,136.238,3.308900000000002,0.0,0.0,0.0,C1=CCCCC1
Indan,-3.057,2,118.17899999999996,0,2,0,0.0,-3.04,C1Cc2ccccc2C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A260>,118.17899999999997,2.1753,0.0,0.0,0.0,c1ccc2c(c1)CCC2
p-t-Butylphenol,-3.192,1,150.22099999999998,1,1,0,20.23,-2.41,CC(C)(C)c1ccc(O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539B60>,150.22099999999998,2.689700000000001,20.23,1.0,1.0,c1ccccc1
Cyclopropyl-5-spirobarbituric acid,-0.088,1,154.125,2,2,0,75.27,-1.886,O=C2NC(=O)C1(CC1)C(=O)N2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539BD0>,154.125,-0.8674000000000002,75.27,2.0,3.0,O=C1NC(=O)C2(CC2)C(=O)N1
m-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.55,Clc1cccc(I)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539460>,238.45499999999998,2.9446000000000003,0.0,0.0,0.0,c1ccccc1
1-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.35,Brc1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539540>,207.07,3.6023000000000014,0.0,0.0,0.0,c1ccc2ccccc2c1
trans-2-Pentene ,-2.076,1,70.135,0,0,1,0.0,-2.54,CC/C=C/C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539380>,70.135,1.9725,0.0,0.0,0.0,
"2,6-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.45,Cc1cccc(C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539D20>,107.156,1.69844,12.89,0.0,1.0,c1ccncc1
Trichloroethylene,-2.312,1,131.389,0,0,0,0.0,-1.96,ClC=C(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539CB0>,131.389,2.5017000000000005,0.0,0.0,0.0,
1-Napthylamine,-2.721,1,143.189,1,2,0,26.02,-1.92,Nc1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539310>,143.189,2.4220000000000006,26.02,1.0,1.0,c1ccc2ccccc2c1
m-Xylene ,-3.035,1,106.168,0,1,0,0.0,-2.82,Cc1cccc(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D5393F0>,106.16799999999999,2.30344,0.0,0.0,0.0,c1ccccc1
2-hydroxypteridine,-1.404,1,148.125,1,2,0,71.79,-1.947,Oc2ncc1nccnc1n2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539770>,148.125,0.1253999999999998,71.79,1.0,5.0,c1cnc2ncncc2n1
Methanol,0.441,1,32.042,1,0,0,20.23,1.57,CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539620>,32.042,-0.3915,20.23,1.0,1.0,
Amobarbital,-2.312,1,226.276,2,1,4,75.27000000000001,-2.468,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539690>,226.27599999999998,1.1849999999999998,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
2-Butanone,-0.491,1,72.107,0,0,1,17.07,0.52,CCC(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D5397E0>,72.107,0.9854,17.07,0.0,1.0,
5-fluorouracil,-0.792,1,130.078,2,1,0,65.72,-1.077,Fc1c[nH]c(=O)[nH]c1=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539850>,130.078,-0.7977000000000001,65.72,2.0,2.0,O=c1cc[nH]c(=O)[nH]1
tubercidin,-0.892,1,266.257,4,3,2,126.65,-1.95,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539930>,266.257,-1.3750000000000007,126.65,4.0,7.0,c1ncc2ccn(C3CCCO3)c2n1
"1,3-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,0.81,Oc1cccc(O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D5398C0>,110.11199999999998,1.0977999999999999,40.46,2.0,2.0,c1ccccc1
1-Hexanol,-1.3969999999999998,1,102.177,1,0,4,20.23,-1.24,CCCCCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D5399A0>,102.17699999999999,1.559,20.23,1.0,1.0,
1-Chloropentane,-2.294,1,106.596,0,0,3,0.0,-2.73,CCCCCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539C40>,106.596,2.415400000000001,0.0,0.0,0.0,
"1,3-Butadiene",-1.376,1,54.09199999999999,0,0,1,0.0,-1.87,C=CC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A030>,54.09199999999999,1.3584,0.0,0.0,0.0,
Propyl acetate,-1.125,1,102.13299999999998,0,0,2,26.3,-0.72,CCCOC(=O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539FC0>,102.13299999999998,0.9595,26.3,0.0,2.0,
"5,6,7,8-tetrahydro-2-naphthol",-3.0860000000000003,1,148.205,1,2,0,20.23,-1.99,Oc2ccc1CCCCc1c2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D539A10>,148.205,2.271,20.23,1.0,1.0,c1ccc2c(c1)CCCC2
chloroacetamide,-0.106,1,93.513,1,0,1,43.09,-0.02,NC(=O)CCl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A0A0>,93.513,-0.2895000000000001,43.09,1.0,1.0,
Iodofenphos,-6.148,1,413.0,0,1,4,27.69,-6.62,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A110>,413.0,4.494100000000002,27.69,0.0,4.0,c1ccccc1
4-Chlorotoluene,-3.297,1,126.586,0,1,0,0.0,-3.08,Cc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A180>,126.586,2.6484200000000007,0.0,0.0,0.0,c1ccccc1
Metribuzin,-2.324,1,214.294,1,1,1,73.8,-2.253,CSc1nnc(c(=O)n1N)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A1F0>,214.29399999999998,0.3714999999999997,73.8,1.0,5.0,O=c1cnnc[nH]1
Tricresyl phosphate,-6.39,1,368.3690000000001,0,3,6,44.760000000000005,-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A420>,368.3690000000001,6.256760000000005,44.760000000000005,0.0,4.0,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
Caproaldehyde,-1.457,1,100.161,0,0,4,17.07,-1.3,CCCCCC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A500>,100.16099999999999,1.7656,17.07,0.0,1.0,
Butamben,-3.039,1,193.246,1,1,4,52.32,-3.082,CCCCOC(=O)c1ccc(N)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A730>,193.24599999999998,2.2257,52.32,1.0,3.0,c1ccccc1
RTI 3,-3.049,1,255.277,1,3,0,68.45,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A810>,255.277,2.35452,68.45,1.0,4.0,O=C1Nc2ccccc2Oc2ncccc21
Nerol,-2.603,1,154.253,1,0,4,20.23,-2.46,CC(C)=CCC/C(C)=C\CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53A8F0>,154.253,2.6714000000000016,20.23,1.0,1.0,
"2,4'-PCB",-5.142,1,223.102,0,2,1,0.0,-5.28,Clc1ccc(cc1)c2ccccc2Cl ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AAB0>,223.102,4.660400000000002,0.0,0.0,0.0,c1ccc(-c2ccccc2)cc1
3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53ADC0>,408.498,4.343200000000004,75.71,1.0,4.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
Nitroethane,-0.462,1,75.067,0,0,1,43.14,-0.22,CCN(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AEA0>,75.067,0.2829999999999999,43.14,0.0,2.0,
Ethalfluralin,-5.063,1,333.266,0,1,6,89.51999999999998,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53AF80>,333.266,3.9242000000000035,89.51999999999998,0.0,5.0,c1ccccc1
"1,2,3,4-Tetrachlorobenzene",-4.546,1,215.894,0,1,0,0.0,-4.57,Clc1ccc(Cl)c(Cl)c1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B060>,215.894,4.3002,0.0,0.0,0.0,c1ccccc1
Meprobamate,-1.376,1,218.253,2,0,6,104.64,-1.807,CCCC(C)(COC(N)=O)COC(N)=O ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B140>,218.25299999999996,0.9834000000000005,104.63999999999999,2.0,4.0,
pregnenolone,-4.342,1,316.48500000000007,1,4,1,37.3,-4.65,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B220>,316.48500000000007,4.515300000000004,37.3,1.0,2.0,C1=C2CCCCC2C2CCC3CCCC3C2C1
Iodomethane,-1.646,1,141.939,0,0,0,0.0,-1.0,CI,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B300>,141.939,1.0512000000000001,0.0,0.0,0.0,
cycloheximide,-1.5319999999999998,1,281.35200000000003,2,2,3,83.47,-1.13,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B3E0>,281.35200000000003,1.0414999999999999,83.47,2.0,4.0,O=C1CC(CCC2CCCCC2=O)CC(=O)N1
3-Heptanoyloxymethylphenytoin,-4.496,1,394.471,1,3,9,75.71,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B4C0>,394.471,3.9531000000000027,75.71,1.0,4.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
isophorone,-2.015,1,138.20999999999998,0,1,0,17.07,-1.06,CC1=CC(=O)CC(C)(C)C1 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B5A0>,138.20999999999998,2.3218000000000005,17.07,0.0,1.0,O=C1C=CCCC1
Butabarbital,-1.958,1,212.249,2,1,3,75.27000000000001,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B680>,212.24899999999997,0.7948999999999993,75.27000000000001,2.0,3.0,O=C1CC(=O)NC(=O)N1
5-Nonanone,-2.329,1,142.242,0,0,6,17.07,-2.58,CCCCC(=O)CCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B760>,142.242,2.935900000000001,17.07,0.0,1.0,
Glutethimide,-2.591,1,217.268,1,2,2,46.17,-2.337,CCC1(CCC(=O)NC1=O)c2ccccc2 ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B840>,217.268,1.771,46.17,1.0,2.0,O=C1CCC(c2ccccc2)C(=O)N1
3-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.68,CCC(C)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53B920>,86.178,2.442500000000001,0.0,0.0,0.0,
Etofenprox,-6.896,1,376.496,0,3,9,27.69,-8.6,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BA00>,376.49600000000004,6.372000000000007,27.69,0.0,3.0,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1
Methaqualone,-3.881,1,250.301,0,3,1,34.89,-2.925,Cc1ccccc1n3c(C)nc2ccccc2c3=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BAE0>,250.30100000000002,3.0025400000000015,34.89,0.0,2.0,O=c1c2ccccc2ncn1-c1ccccc1
Chloroacetonitrile,-0.4479999999999999,1,75.498,0,0,0,23.79,-0.092,ClCC#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BBC0>,75.498,0.74878,23.79,0.0,1.0,
Trichloronate,-5.225,1,333.60400000000004,0,1,5,18.46,-5.752000000000001,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BCA0>,333.60400000000004,5.391500000000002,18.46,0.0,3.0,c1ccccc1
Ethisterone,-3.858,1,312.45300000000003,1,4,0,37.3,-5.66,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BD80>,312.45300000000003,3.8826000000000027,37.3,1.0,2.0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
Pyridazine,-0.619,2,80.08999999999999,0,1,0,25.78,1.1,c1ccnnc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BE60>,80.08999999999999,0.4765999999999999,25.78,0.0,2.0,c1ccnnc1
"1,2,3,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-4.63,Clc1cc(Cl)c(Cl)c(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74D53BF40>,215.894,4.3002,0.0,0.0,0.0,c1ccccc1
Diosgenin,-5.681,1,414.63000000000017,1,6,0,38.69,-7.32,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47ACE0>,414.63000000000017,5.508800000000006,38.69,1.0,3.0,C1=C2CCCCC2CC2CCC3C4CC5OCCCC5OC4CC3C12
o-Aminophenol,-1.465,1,109.128,2,1,0,46.25,-0.72,Nc1ccccc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A479E00>,109.12799999999999,0.9743999999999999,46.25,2.0,2.0,c1ccccc1
Ethyl nonanoate,-3.3160000000000003,1,186.295,0,0,8,26.3,-3.8,CCCCCCCCC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A479FC0>,186.295,3.3001000000000023,26.3,0.0,2.0,
metalaxyl,-2.87,1,279.336,0,1,5,55.84,-1.601,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001C74A47A180>,279.336,1.8443399999999999,55.84,0.0,4.0,c1ccccc1
